State,County,Year,median_aqi,sample_weight
Nebraska,Douglas,2025,44,1.0
Nebraska,Gage,2025,36,1.0
Nebraska,Hall,2025,37,1.0
Nebraska,Knox,2025,39,1.0
Nebraska,Lancaster,2025,36,0.5722222222222222
Nebraska,Sarpy,2025,33,1.0
Nebraska,Scotts Bluff,2025,24,1.0
Nebraska,Thomas,2025,9,0.10555555555555556
Nebraska,Washington,2025,29,1.0
Nevada,Carson City,2025,45,0.9944444444444445
Nevada,Churchill,2025,43,0.9666666666666667
Nevada,Clark,2025,64,1.0
Nevada,Douglas,2025,22,0.9777777777777777
Nevada,Elko,2025,19,0.8444444444444444
Nevada,Lyon,2025,44,1.0
Nevada,Nye,2025,24,1.0
Nevada,Washoe,2025,51,1.0
Nevada,White Pine,2025,47,1.0
New Hampshire,Belknap,2025,34,1.0
New Hampshire,Cheshire,2025,38,1.0
New Hampshire,Coos,2025,40,1.0
New Hampshire,Grafton,2025,38,1.0
New Hampshire,Hillsborough,2025,38,1.0
New Hampshire,Merrimack,2025,38,0.6777777777777778
New Hampshire,Rockingham,2025,39,1.0
New Jersey,Atlantic,2025,38,1.0
New Jersey,Bergen,2025,40,1.0
New Jersey,Camden,2025,44,1.0
New Jersey,Cumberland,2025,42,0.9888888888888889
New Jersey,Gloucester,2025,43,0.9666666666666667
New Jersey,Hudson,2025,41,1.0
New Jersey,Hunterdon,2025,41,0.9888888888888889
New Jersey,Mercer,2025,43,1.0
New Jersey,Middlesex,2025,36,0.9888888888888889
New Jersey,Monmouth,2025,37,0.8055555555555556
New Jersey,Morris,2025,38,1.0
New Jersey,Ocean,2025,40,0.9944444444444445
New Jersey,Passaic,2025,41,1.0
New Jersey,Union,2025,45,1.0
New Jersey,Warren,2025,38,0.9833333333333333
New Mexico,Bernalillo,2025,59,1.0
New Mexico,Catron,2025,8,0.10555555555555556
New Mexico,Chaves,2025,16,0.1
New Mexico,Dona Ana,2025,70,1.0
New Mexico,Eddy,2025,51,1.0
New Mexico,Lea,2025,47,1.0
New Mexico,Lincoln,2025,11,0.10555555555555556
New Mexico,Los Alamos,2025,10,0.1111111111111111
New Mexico,Luna,2025,19,1.0
New Mexico,Rio Arriba,2025,45,1.0
New Mexico,San Juan,2025,49,1.0
New Mexico,Sandoval,2025,47,1.0
New Mexico,Santa Fe,2025,46,1.0
New Mexico,Socorro,2025,12,0.1111111111111111
New Mexico,Taos,2025,14,1.0
New Mexico,Valencia,2025,48,1.0
New York,Albany,2025,39,1.0
New York,Bronx,2025,47,1.0
New York,Chautauqua,2025,39,1.0
New York,Dutchess,2025,37,1.0
New York,Erie,2025,44,1.0
New York,Essex,2025,42,1.0
New York,Hamilton,2025,36,1.0
New York,Jefferson,2025,36,1.0
New York,Kings,2025,44,1.0
New York,Monroe,2025,41,1.0
New York,Nassau,2025,31,0.005555555555555556
New York,New York,2025,43,1.0
New York,Niagara,2025,37,1.0
New York,Oneida,2025,28,1.0
New York,Onondaga,2025,39,1.0
New York,Orange,2025,28,1.0
New York,Oswego,2025,35,1.0
New York,Putnam,2025,35,1.0
New York,Queens,2025,44,1.0
New York,Richmond,2025,41,1.0
New York,Rockland,2025,39,1.0
New York,Saratoga,2025,36,1.0
New York,Steuben,2025,40,1.0
New York,Suffolk,2025,41,1.0
New York,Tompkins,2025,38,1.0
New York,Wayne,2025,36,1.0
New York,Westchester,2025,41,1.0
North Carolina,Alexander,2025,39,1.0
North Carolina,Avery,2025,38,1.0
North Carolina,Buncombe,2025,42,1.0
North Carolina,Caldwell,2025,37,1.0
North Carolina,Carteret,2025,37,1.0
North Carolina,Caswell,2025,39,1.0
North Carolina,Catawba,2025,43,1.0
North Carolina,Cumberland,2025,44,1.0
North Carolina,Davidson,2025,50,1.0
North Carolina,Durham,2025,43,1.0
North Carolina,Edgecombe,2025,40,1.0
North Carolina,Forsyth,2025,46,1.0
North Carolina,Graham,2025,43,1.0
North Carolina,Granville,2025,40,0.9833333333333333
North Carolina,Guilford,2025,43,1.0
North Carolina,Haywood,2025,44,1.0
North Carolina,Hyde,2025,20,0.09444444444444444
North Carolina,Johnston,2025,42,1.0
North Carolina,Lenoir,2025,37,1.0
North Carolina,Lincoln,2025,41,1.0
North Carolina,Macon,2025,34,1.0
North Carolina,Martin,2025,28,1.0
North Carolina,Mecklenburg,2025,51,1.0
North Carolina,Mitchell,2025,35,1.0
North Carolina,Montgomery,2025,41,1.0
North Carolina,New Hanover,2025,41,1.0
North Carolina,Northampton,2025,37,1.0
North Carolina,Person,2025,38,0.9777777777777777
North Carolina,Pitt,2025,38,1.0
North Carolina,Rockingham,2025,39,1.0
North Carolina,Rowan,2025,44,1.0
North Carolina,Swain,2025,38,1.0
North Carolina,Union,2025,41,1.0
North Carolina,Wake,2025,44,1.0
North Dakota,Billings,2025,40,1.0
North Dakota,Burke,2025,40,1.0
North Dakota,Burleigh,2025,41,1.0
North Dakota,Cass,2025,39,1.0
North Dakota,Dunn,2025,40,1.0
North Dakota,McKenzie,2025,41,1.0
North Dakota,Mercer,2025,39,1.0
North Dakota,Oliver,2025,40,1.0
North Dakota,Ward,2025,38,1.0
Ohio,Allen,2025,43,1.0
Ohio,Ashtabula,2025,43,1.0
Ohio,Athens,2025,33,1.0
Ohio,Belmont,2025,42,1.0
Ohio,Butler,2025,55,1.0
Ohio,Clark,2025,46,1.0
Ohio,Clermont,2025,43,1.0
Ohio,Clinton,2025,42,1.0
Ohio,Columbiana,2025,12,0.25555555555555554
Ohio,Cuyahoga,2025,53,1.0
Ohio,Delaware,2025,41,1.0
Ohio,Franklin,2025,54,1.0
Ohio,Geauga,2025,42,1.0
Ohio,Greene,2025,41,1.0
Ohio,Hamilton,2025,54,1.0
Ohio,Jefferson,2025,50,1.0
Ohio,Knox,2025,40,1.0
Ohio,Lake,2025,43,1.0
Ohio,Lawrence,2025,43,1.0
Ohio,Licking,2025,41,1.0
Ohio,Lorain,2025,39,1.0
Ohio,Lucas,2025,53,1.0
Ohio,Madison,2025,43,1.0
Ohio,Mahoning,2025,44,1.0
Ohio,Medina,2025,43,1.0
Ohio,Miami,2025,41,1.0
Ohio,Montgomery,2025,47,1.0
Ohio,Noble,2025,39,1.0
Ohio,Portage,2025,43,1.0
Ohio,Preble,2025,45,1.0
Ohio,Scioto,2025,45,1.0
Ohio,Stark,2025,51,1.0
Ohio,Summit,2025,44,1.0
Ohio,Trumbull,2025,46,1.0
Ohio,Warren,2025,44,1.0
Ohio,Washington,2025,41,1.0
Ohio,Wood,2025,39,1.0
Oklahoma,Adair,2025,45,0.9944444444444445
Oklahoma,Canadian,2025,44,1.0
Oklahoma,Carter,2025,33,1.0
Oklahoma,Cleveland,2025,49,1.0
Oklahoma,Comanche,2025,45,1.0
Oklahoma,Creek,2025,43,1.0
Oklahoma,Dewey,2025,49,1.0
Oklahoma,Grant,2025,29,0.1111111111111111
Oklahoma,Kay,2025,38,1.0
Oklahoma,Kiowa,2025,44,1.0
Oklahoma,Love,2025,45,1.0
Oklahoma,Mayes,2025,40,0.6833333333333333
Oklahoma,McClain,2025,43,1.0
Oklahoma,Oklahoma,2025,51,1.0
Oklahoma,Osage,2025,43,1.0
Oklahoma,Ottawa,2025,49,1.0
Oklahoma,Pittsburg,2025,48,1.0
Oklahoma,Sequoyah,2025,42,1.0
Oklahoma,Tulsa,2025,51,1.0
Oklahoma,Washington,2025,44,1.0
Oregon,Baker,2025,25,1.0
Oregon,Clackamas,2025,27,1.0
Oregon,Columbia,2025,25,1.0
Oregon,Crook,2025,24,1.0
Oregon,Deschutes,2025,22,1.0
Oregon,Grant,2025,34,1.0
Oregon,Harney,2025,26,1.0
Oregon,Jackson,2025,42,1.0
Oregon,Jefferson,2025,22,1.0
Oregon,Josephine,2025,31,1.0
Oregon,Klamath,2025,32,1.0
Oregon,Lake,2025,24,1.0
Oregon,Lane,2025,42,1.0
Oregon,Linn,2025,24,1.0
Oregon,Marion,2025,34,1.0
Oregon,Multnomah,2025,38,1.0
Oregon,Umatilla,2025,39,1.0
Oregon,Union,2025,22,1.0
Oregon,Wallowa,2025,23,1.0
Oregon,Wasco,2025,23,1.0
Oregon,Washington,2025,36,1.0
Pennsylvania,Adams,2025,42,1.0
Pennsylvania,Allegheny,2025,49,1.0
Pennsylvania,Armstrong,2025,42,1.0
Pennsylvania,Beaver,2025,47,1.0
Pennsylvania,Berks,2025,44,1.0
Pennsylvania,Blair,2025,41,1.0
Pennsylvania,Bradford,2025,39,1.0
Pennsylvania,Bucks,2025,35,1.0
Pennsylvania,Cambria,2025,37,1.0
Pennsylvania,Centre,2025,43,1.0
Pennsylvania,Chester,2025,44,1.0
Pennsylvania,Cumberland,2025,37,1.0
Pennsylvania,Dauphin,2025,44,1.0
Pennsylvania,Delaware,2025,44,1.0
Pennsylvania,Elk,2025,38,1.0
Pennsylvania,Erie,2025,31,1.0
Pennsylvania,Fayette,2025,41,1.0
Pennsylvania,Franklin,2025,37,0.8722222222222222
Pennsylvania,Greene,2025,41,1.0
Pennsylvania,Indiana,2025,42,1.0
Pennsylvania,Lackawanna,2025,36,1.0
Pennsylvania,Lancaster,2025,46,1.0
Pennsylvania,Lebanon,2025,44,1.0
Pennsylvania,Lehigh,2025,42,1.0
Pennsylvania,Lycoming,2025,43,1.0
Pennsylvania,Mercer,2025,41,1.0
Pennsylvania,Monroe,2025,35,0.9944444444444445
Pennsylvania,Montgomery,2025,41,1.0
Pennsylvania,Northampton,2025,39,1.0
Pennsylvania,Philadelphia,2025,50,1.0
Pennsylvania,Somerset,2025,37,1.0
Pennsylvania,Susquehanna,2025,22,0.8777777777777778
Pennsylvania,Tioga,2025,40,1.0
Pennsylvania,Washington,2025,42,1.0
Pennsylvania,Westmoreland,2025,39,1.0
Pennsylvania,Wyoming,2025,26,1.0
Pennsylvania,York,2025,45,1.0
Puerto Rico,Bayamon,2025,29,0.6277777777777778
Puerto Rico,Caguas,2025,3,0.8722222222222222
Puerto Rico,Catano,2025,44,0.9722222222222222
Puerto Rico,Fajardo,2025,29,0.3111111111111111
Puerto Rico,Guayama,2025,18,0.15555555555555556
Puerto Rico,Guaynabo,2025,30,0.31666666666666665
Puerto Rico,Mayagnez,2025,12,0.9055555555555556
Puerto Rico,Ponce,2025,5,0.6722222222222223
Rhode Island,Kent,2025,35,1.0
Rhode Island,Providence,2025,40,1.0
Rhode Island,Washington,2025,42,1.0
South Carolina,Aiken,2025,39,1.0
South Carolina,Anderson,2025,41,1.0
South Carolina,Berkeley,2025,36,1.0
South Carolina,Charleston,2025,47,1.0
South Carolina,Chesterfield,2025,46,1.0
South Carolina,Darlington,2025,42,1.0
South Carolina,Edgefield,2025,44,1.0
South Carolina,Florence,2025,44,1.0
South Carolina,Greenville,2025,48,1.0
South Carolina,Horry,2025,41,1.0
South Carolina,Richland,2025,48,1.0
South Carolina,Spartanburg,2025,49,1.0
South Carolina,York,2025,44,1.0
South Dakota,Brookings,2025,48,1.0
South Dakota,Brown,2025,25,0.9888888888888889
South Dakota,Clay,2025,37,0.9277777777777778
South Dakota,Codington,2025,33,0.9944444444444445
South Dakota,Custer,2025,46,1.0
South Dakota,Hughes,2025,14,0.9944444444444445
South Dakota,Jackson,2025,44,1.0
South Dakota,Meade,2025,42,1.0
South Dakota,Minnehaha,2025,36,1.0
South Dakota,Pennington,2025,31,1.0
Tennessee,Anderson,2025,42,0.6777777777777778
Tennessee,Blount,2025,46,1.0
Tennessee,Claiborne,2025,36,1.0
Tennessee,Davidson,2025,50,1.0
Tennessee,DeKalb,2025,35,1.0
Tennessee,Dyer,2025,34,1.0
Tennessee,Hamilton,2025,45,1.0
Tennessee,Jefferson,2025,42,0.6777777777777778
Tennessee,Knox,2025,46,1.0
Tennessee,Lawrence,2025,34,0.9555555555555556
Tennessee,Loudon,2025,41,1.0
Tennessee,Madison,2025,33,1.0
Tennessee,Maury,2025,34,0.9666666666666667
Tennessee,McMinn,2025,37,0.9611111111111111
Tennessee,Montgomery,2025,31,0.9777777777777777
Tennessee,Putnam,2025,30,0.9722222222222222
Tennessee,Roane,2025,29,0.9777777777777777
Tennessee,Sevier,2025,41,1.0
Tennessee,Shelby,2025,45,1.0
Tennessee,Sullivan,2025,42,1.0
Tennessee,Sumner,2025,44,0.9833333333333333
Tennessee,Williamson,2025,40,0.6777777777777778
Tennessee,Wilson,2025,39,0.6666666666666666
Texas,Atascosa,2025,45,0.8722222222222222
Texas,Bell,2025,47,1.0
Texas,Bexar,2025,53,1.0
Texas,Bowie,2025,47,1.0
Texas,Brazoria,2025,33,1.0
Texas,Brazos,2025,43,1.0
Texas,Brewster,2025,44,1.0
Texas,Cameron,2025,55,1.0
Texas,Collin,2025,39,1.0
Texas,Culberson,2025,24,0.1111111111111111
Texas,Dallas,2025,53,1.0
Texas,Denton,2025,47,1.0
Texas,Ector,2025,43,1.0
Texas,El Paso,2025,74,1.0
Texas,Ellis,2025,33,1.0
Texas,Galveston,2025,48,1.0
Texas,Gregg,2025,36,1.0
Texas,Harris,2025,63,1.0
Texas,Harrison,2025,45,1.0
Texas,Hidalgo,2025,54,1.0
Texas,Hood,2025,37,1.0
Texas,Hunt,2025,33,1.0
Texas,Jefferson,2025,52,1.0
Texas,Johnson,2025,34,1.0
Texas,Karnes,2025,4,1.0
Texas,Kaufman,2025,45,1.0
Texas,Kleberg,2025,49,0.6666666666666666
Texas,Lubbock,2025,25,1.0
Texas,Maverick,2025,41,1.0
Texas,McLennan,2025,52,1.0
Texas,Montgomery,2025,55,1.0
Texas,Navarro,2025,48,1.0
Texas,Nueces,2025,55,1.0
Texas,Orange,2025,47,1.0
Texas,Parker,2025,36,1.0
Texas,Polk,2025,33,1.0
Texas,Potter,2025,16,1.0
Texas,Randall,2025,42,1.0
Texas,Rockwall,2025,31,1.0
Texas,Smith,2025,35,1.0
Texas,Tarrant,2025,56,1.0
Texas,Travis,2025,53,1.0
Texas,Victoria,2025,31,1.0
Texas,Webb,2025,48,1.0
Texas,Wilson,2025,7,1.0
Utah,Box Elder,2025,48,1.0
Utah,Cache,2025,46,1.0
Utah,Carbon,2025,47,1.0
Utah,Davis,2025,48,1.0
Utah,Duchesne,2025,47,1.0
Utah,Garfield,2025,4,0.1111111111111111
Utah,Grand,2025,47,1.0
Utah,Iron,2025,46,1.0
Utah,Salt Lake,2025,54,1.0
Utah,San Juan,2025,46,1.0
Utah,Tooele,2025,45,1.0
Utah,Uintah,2025,48,1.0
Utah,Utah,2025,49,1.0
Utah,Wasatch,2025,48,1.0
Utah,Washington,2025,45,1.0
Utah,Wayne,2025,4,0.1
Utah,Weber,2025,47,1.0
Vermont,Bennington,2025,39,1.0
Vermont,Chittenden,2025,40,1.0
Vermont,Rutland,2025,38,1.0
Vermont,Windham,2025,12,0.1111111111111111
Virgin Islands,St John,2025,18,0.1111111111111111
Virginia,Albemarle,2025,41,1.0
Virginia,Arlington,2025,40,1.0
Virginia,Bristol City,2025,33,0.5388888888888889
Virginia,Caroline,2025,37,1.0
Virginia,Carroll,2025,9,0.25
Virginia,Charles,2025,38,1.0
Virginia,Chesterfield,2025,42,1.0
Virginia,Fairfax,2025,44,1.0
Virginia,Fauquier,2025,36,1.0
Virginia,Frederick,2025,42,1.0
Virginia,Giles,2025,39,1.0
Virginia,Hampton City,2025,41,1.0
Virginia,Hanover,2025,37,1.0
Virginia,Henrico,2025,41,1.0
Virginia,Hopewell City,2025,6,0.18333333333333332
Virginia,Loudoun,2025,43,1.0
Virginia,Lynchburg City,2025,30,0.5277777777777778
Virginia,Madison,2025,41,1.0
Virginia,Norfolk City,2025,33,1.0
Virginia,Prince Edward,2025,35,1.0
Virginia,Prince William,2025,38,1.0
Virginia,Richmond City,2025,36,1.0
Virginia,Roanoke,2025,39,1.0
Virginia,Rockbridge,2025,35,1.0
Virginia,Rockingham,2025,41,1.0
Virginia,Salem City,2025,30,0.5444444444444444
Virginia,Stafford,2025,38,1.0
Virginia,Suffolk City,2025,39,1.0
Virginia,Virginia Beach City,2025,34,1.0
Virginia,Wythe,2025,40,1.0
Washington,Adams,2025,19,1.0
Washington,Asotin,2025,35,1.0
Washington,Benton,2025,35,1.0
Washington,Chelan,2025,27,1.0
Washington,Clallam,2025,26,1.0
Washington,Clark,2025,31,1.0
Washington,Columbia,2025,37,1.0
Washington,Cowlitz,2025,21,1.0
Washington,Franklin,2025,22,1.0
Washington,Garfield,2025,18,1.0
Washington,Grant,2025,26,1.0
Washington,Grays Harbor,2025,19,1.0
Washington,Jefferson,2025,19,1.0
Washington,King,2025,43,1.0
Washington,Kitsap,2025,21,1.0
Washington,Kittitas,2025,22,1.0
Washington,Klickitat,2025,14,0.10555555555555556
Washington,Lewis,2025,18,1.0
Washington,Mason,2025,21,1.0
Washington,Okanogan,2025,31,1.0
Washington,Pacific,2025,15,1.0
Washington,Pierce,2025,44,1.0
Washington,Skagit,2025,22,1.0
Washington,Snohomish,2025,41,1.0
Washington,Spokane,2025,42,1.0
Washington,Stevens,2025,27,1.0
Washington,Thurston,2025,26,0.8944444444444445
Washington,Walla Walla,2025,25,1.0
Washington,Whatcom,2025,30,1.0
Washington,Whitman,2025,20,1.0
Washington,Yakima,2025,34,1.0
West Virginia,Berkeley,2025,40,0.7055555555555556
West Virginia,Brooke,2025,35,0.8833333333333333
West Virginia,Cabell,2025,41,1.0
West Virginia,Greenbrier,2025,42,0.6722222222222223
West Virginia,Hancock,2025,42,1.0
West Virginia,Harrison,2025,32,0.3333333333333333
West Virginia,Kanawha,2025,40,1.0
West Virginia,Marion,2025,34,0.3277777777777778
West Virginia,Marshall,2025,41,0.8555555555555555
West Virginia,Monongalia,2025,43,0.7166666666666667
West Virginia,Ohio,2025,42,0.75
West Virginia,Tucker,2025,38,1.0
West Virginia,Wood,2025,39,0.7722222222222223
Wisconsin,Ashland,2025,39,1.0
Wisconsin,Brown,2025,37,1.0
Wisconsin,Columbia,2025,42,0.5055555555555555
Wisconsin,Dane,2025,40,1.0
Wisconsin,Dodge,2025,39,1.0
Wisconsin,Door,2025,40,0.5055555555555555
Wisconsin,Eau Claire,2025,38,1.0
Wisconsin,Fond du Lac,2025,39,0.5111111111111111
Wisconsin,Forest,2025,41,0.9833333333333333
Wisconsin,Grant,2025,37,1.0
Wisconsin,Jackson,2025,29,0.8333333333333334
Wisconsin,Jefferson,2025,41,0.5111111111111111
Wisconsin,Kenosha,2025,40,1.0
Wisconsin,Kewaunee,2025,41,0.5111111111111111
Wisconsin,La Crosse,2025,40,0.5111111111111111
Wisconsin,Manitowoc,2025,37,0.5111111111111111
Wisconsin,Marathon,2025,36,1.0
Wisconsin,Milwaukee,2025,41,1.0
Wisconsin,Monroe,2025,31,0.6722222222222223
Wisconsin,Outagamie,2025,38,1.0
Wisconsin,Ozaukee,2025,35,1.0
Wisconsin,Racine,2025,41,0.5111111111111111
Wisconsin,Rock,2025,42,0.5111111111111111
Wisconsin,Sauk,2025,34,1.0
Wisconsin,Sheboygan,2025,41,0.5111111111111111
Wisconsin,Taylor,2025,37,1.0
Wisconsin,Vilas,2025,41,0.5111111111111111
Wisconsin,Walworth,2025,44,0.5111111111111111
Wisconsin,Waukesha,2025,41,1.0
Wyoming,Albany,2025,50,1.0
Wyoming,Campbell,2025,43,1.0
Wyoming,Carbon,2025,7,1.0
Wyoming,Converse,2025,41,1.0
Wyoming,Fremont,2025,48,1.0
Wyoming,Johnson,2025,42,1.0
Wyoming,Laramie,2025,47,1.0
Wyoming,Lincoln,2025,10,1.0
Wyoming,Natrona,2025,44,1.0
Wyoming,Park,2025,14,1.0
Wyoming,Platte,2025,14,0.9944444444444445
Wyoming,Sheridan,2025,33,0.9722222222222222
Wyoming,Sublette,2025,47,1.0
Wyoming,Sweetwater,2025,45,1.0
Wyoming,Teton,2025,45,1.0
Wyoming,Uinta,2025,10,0.48333333333333334
Wyoming,Washakie,2025,10,1.0
