State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races
Pennsylvania,Philadelphia,2025,50,1.0,15.6,33.2,38.3,0.1,7.9,4.1
Pennsylvania,Somerset,2025,37,1.0,1.5,93.3,2.6,0.0,0.5,1.6
Pennsylvania,Susquehanna,2025,22,0.8777777777777778,2.4,93.8,0.2,0.0,0.5,2.9
Pennsylvania,Tioga,2025,40,1.0,1.7,95.0,0.8,0.1,0.4,2.1
Pennsylvania,Washington,2025,42,1.0,2.1,89.7,3.2,0.0,1.3,3.5
Pennsylvania,Westmoreland,2025,39,1.0,1.6,91.4,2.5,0.0,1.0,3.3
Pennsylvania,Wyoming,2025,26,1.0,2.5,93.1,0.6,0.0,0.2,3.5
Pennsylvania,York,2025,45,1.0,9.6,78.9,5.8,0.0,1.5,3.6
Rhode Island,Kent,2025,35,1.0,6.9,83.7,1.9,0.0,2.9,4.2
Rhode Island,Providence,2025,40,1.0,25.6,56.5,7.0,0.2,4.2,5.4
Rhode Island,Washington,2025,42,1.0,3.8,88.9,1.2,0.3,2.1,3.4
South Carolina,Aiken,2025,39,1.0,7.2,63.5,23.7,0.1,0.9,4.0
South Carolina,Anderson,2025,41,1.0,5.2,75.1,13.5,0.5,1.0,4.4
South Carolina,Berkeley,2025,36,1.0,9.2,60.1,22.7,0.3,2.5,4.6
South Carolina,Charleston,2025,47,1.0,7.2,64.5,22.7,0.1,1.8,3.4
South Carolina,Chesterfield,2025,46,1.0,5.9,58.4,30.0,0.2,0.5,4.7
South Carolina,Darlington,2025,42,1.0,2.5,53.1,40.6,0.2,0.6,2.8
South Carolina,Edgefield,2025,44,1.0,7.2,56.5,30.1,0.1,0.3,5.0
South Carolina,Florence,2025,44,1.0,3.3,49.1,42.9,0.1,1.6,2.5
South Carolina,Greenville,2025,48,1.0,11.6,65.2,15.3,0.2,2.5,4.7
South Carolina,Horry,2025,41,1.0,7.3,75.5,11.6,0.2,1.3,3.5
South Carolina,Richland,2025,48,1.0,6.4,39.4,46.9,0.1,3.0,3.5
South Carolina,Spartanburg,2025,49,1.0,9.3,65.3,19.3,0.1,2.3,3.3
South Carolina,York,2025,44,1.0,7.4,66.3,18.2,0.4,3.0,4.1
South Dakota,Brookings,2025,48,1.0,4.6,87.5,1.0,0.8,3.3,2.8
South Dakota,Brown,2025,25,0.9888888888888888,4.7,84.7,1.3,2.9,2.9,3.4
South Dakota,Clay,2025,37,0.9277777777777778,3.3,84.2,1.8,2.6,3.0,5.1
South Dakota,Codington,2025,33,0.9944444444444444,3.3,90.4,0.7,1.9,0.6,2.8
South Dakota,Custer,2025,46,1.0,3.1,87.7,0.3,2.0,0.4,5.0
South Dakota,Hughes,2025,14,0.9944444444444444,3.3,80.2,0.1,10.8,0.7,5.1
South Dakota,Jackson,2025,44,1.0,0.4,36.6,0.0,61.2,0.0,1.7
South Dakota,Meade,2025,42,1.0,4.9,85.0,1.7,1.6,0.7,5.4
South Dakota,Minnehaha,2025,36,1.0,6.6,78.6,6.3,1.8,1.6,4.9
South Dakota,Pennington,2025,31,1.0,5.7,77.8,1.1,6.0,1.2,7.5
Tennessee,Anderson,2025,42,0.6777777777777778,4.1,86.4,3.3,0.2,1.4,4.0
Tennessee,Blount,2025,46,1.0,4.7,88.5,2.5,0.1,0.8,3.0
Tennessee,Claiborne,2025,36,1.0,1.7,94.0,0.6,0.1,0.6,2.9
Tennessee,Davidson,2025,50,1.0,13.9,53.2,24.3,0.1,3.4,4.6
Tennessee,DeKalb,2025,35,1.0,7.7,87.0,1.5,0.2,1.1,2.3
Tennessee,Dyer,2025,34,1.0,4.0,76.9,15.0,0.1,0.6,3.4
Tennessee,Hamilton,2025,45,1.0,8.0,68.3,16.9,0.1,2.1,4.1
Tennessee,Jefferson,2025,42,0.6777777777777778,4.7,89.6,1.5,0.1,0.5,3.0
Tennessee,Knox,2025,46,1.0,6.3,79.1,8.0,0.1,2.3,3.7
Tennessee,Lawrence,2025,34,0.9555555555555556,2.8,92.1,1.4,0.0,0.4,3.3
Tennessee,Loudon,2025,41,1.0,10.4,85.2,1.2,0.1,0.9,1.8
Tennessee,Madison,2025,33,1.0,5.2,53.4,36.2,0.1,1.0,3.7
Tennessee,Maury,2025,34,0.9666666666666668,8.1,76.3,10.3,0.1,1.0,3.9
Tennessee,McMinn,2025,37,0.9611111111111112,4.6,85.8,3.2,0.0,0.8,5.4
Tennessee,Montgomery,2025,31,0.9777777777777776,11.4,59.3,19.2,0.1,2.6,6.8
Tennessee,Putnam,2025,30,0.9722222222222222,8.4,85.0,2.4,0.1,1.1,2.8
Tennessee,Roane,2025,29,0.9777777777777776,2.5,90.3,2.6,0.1,0.7,3.8
Tennessee,Sevier,2025,41,1.0,9.6,85.1,1.1,0.1,1.3,2.3
Tennessee,Shelby,2025,45,1.0,8.8,32.7,52.3,0.0,2.9,2.7
Tennessee,Sullivan,2025,42,1.0,2.6,91.6,2.0,0.1,0.7,2.6
Tennessee,Sumner,2025,44,0.9833333333333332,7.2,78.6,8.4,0.1,1.6,3.5
Tennessee,Williamson,2025,40,0.6777777777777778,6.0,80.9,3.9,0.1,5.3,3.3
Tennessee,Wilson,2025,39,0.6666666666666666,6.5,79.3,7.1,0.0,2.2,3.6
Texas,Atascosa,2025,45,0.8722222222222222,65.4,31.0,1.1,0.4,0.6,1.3
Texas,Bell,2025,47,1.0,26.3,42.4,21.5,0.1,2.9,5.8
Texas,Bexar,2025,53,1.0,59.7,26.2,7.4,0.1,3.2,2.8
Texas,Bowie,2025,47,1.0,8.6,60.9,24.7,0.3,1.4,3.8
Texas,Brazoria,2025,33,1.0,31.6,41.6,15.9,0.2,7.4,2.9
Texas,Brazos,2025,43,1.0,27.4,53.0,10.1,0.1,5.8,3.1
Texas,Brewster,2025,44,1.0,42.1,51.3,0.6,0.0,1.9,4.0
Texas,Cameron,2025,55,1.0,89.3,8.7,0.5,0.1,0.8,0.4
Texas,Collin,2025,39,1.0,16.1,49.6,10.8,0.2,18.7,4.0
Texas,Culberson,2025,24,0.1111111111111111,78.0,17.4,0.2,2.9,1.2,0.2
Texas,Dallas,2025,53,1.0,41.3,26.4,22.1,0.1,7.0,2.7
Texas,Denton,2025,47,1.0,20.5,52.4,10.7,0.1,11.0,4.5
Texas,Ector,2025,43,1.0,63.5,28.7,4.2,0.1,1.1,2.1
Texas,El Paso,2025,74,1.0,82.7,11.0,3.0,0.2,1.2,1.5
Texas,Ellis,2025,33,1.0,28.2,52.7,14.4,0.1,0.8,3.2
Texas,Galveston,2025,48,1.0,26.4,54.0,11.9,0.2,3.4,3.7
Texas,Gregg,2025,36,1.0,20.2,54.7,17.6,0.3,1.3,5.7
Texas,Harris,2025,63,1.0,44.0,26.6,18.6,0.1,7.3,3.0
Texas,Harrison,2025,45,1.0,14.8,60.5,20.3,0.1,0.5,3.5
Texas,Hidalgo,2025,54,1.0,91.9,6.0,0.6,0.1,1.0,0.3
Texas,Hood,2025,37,1.0,13.8,80.8,1.1,0.3,0.7,3.0
Texas,Hunt,2025,33,1.0,21.5,65.0,7.8,0.3,1.4,3.7
Texas,Jefferson,2025,52,1.0,24.1,36.3,32.7,0.1,3.8,2.6
Texas,Johnson,2025,34,1.0,25.3,64.6,5.1,0.2,1.1,3.3
Texas,Karnes,2025,4,1.0,53.4,34.7,9.3,0.1,0.3,2.2
Texas,Kaufman,2025,45,1.0,27.4,48.8,18.4,0.1,1.8,3.3
Texas,Kleberg,2025,49,0.6666666666666666,71.4,20.8,3.6,0.2,1.3,2.4
Texas,Lubbock,2025,25,1.0,36.2,51.5,6.7,0.1,2.4,2.7
Texas,Maverick,2025,41,1.0,94.8,2.9,0.2,1.5,0.5,0.2
Texas,McLennan,2025,52,1.0,27.0,54.1,13.5,0.1,1.7,3.3
Texas,Montgomery,2025,55,1.0,27.9,58.7,6.1,0.1,3.3,3.5
Texas,Navarro,2025,48,1.0,32.1,50.5,9.1,0.2,0.8,6.5
Texas,Nueces,2025,55,1.0,62.5,29.3,3.5,0.1,2.3,1.9
Texas,Orange,2025,47,1.0,9.6,76.8,7.6,0.1,1.1,4.2
Texas,Parker,2025,36,1.0,14.7,79.1,1.3,0.2,0.9,3.6
Texas,Polk,2025,33,1.0,15.3,70.9,7.7,0.9,0.6,4.5
Texas,Potter,2025,16,1.0,39.3,42.2,10.2,0.2,4.7,3.1
Texas,Randall,2025,42,1.0,24.6,66.5,3.1,0.2,1.7,3.3
Texas,Rockwall,2025,31,1.0,20.8,63.0,9.1,0.1,3.5,3.0
Texas,Smith,2025,35,1.0,20.9,57.5,16.3,0.1,1.7,3.2
Texas,Tarrant,2025,56,1.0,30.3,42.0,17.3,0.1,6.1,3.6
Texas,Travis,2025,53,1.0,32.6,46.9,7.8,0.1,7.8,4.2
Texas,Victoria,2025,31,1.0,48.1,42.4,5.5,0.1,1.2,2.2
Texas,Webb,2025,48,1.0,95.0,3.6,0.4,0.0,0.5,0.2
Texas,Wilson,2025,7,1.0,39.9,54.8,2.0,0.1,0.6,1.8
Utah,Box Elder,2025,48,1.0,10.2,85.4,0.3,0.4,0.6,2.6
Utah,Cache,2025,46,1.0,11.7,81.3,0.8,0.1,1.7,3.8
Utah,Carbon,2025,47,1.0,13.3,81.9,0.6,0.4,0.2,2.9
Utah,Davis,2025,48,1.0,11.7,79.9,1.1,0.3,1.9,3.7
Utah,Duchesne,2025,47,1.0,7.5,84.8,0.1,3.3,0.5,3.0
Utah,Garfield,2025,4,0.1111111111111111,7.3,89.7,0.1,0.4,0.0,2.1
Utah,Grand,2025,47,1.0,13.0,77.6,0.0,3.2,2.2,2.6
Utah,Iron,2025,46,1.0,10.5,83.0,0.7,1.2,1.2,2.8
Utah,Salt Lake,2025,54,1.0,20.6,66.6,1.7,0.5,4.2,4.5
Utah,San Juan,2025,46,1.0,5.8,44.8,0.1,44.7,0.3,3.2
Utah,Tooele,2025,45,1.0,15.0,77.8,1.0,0.4,0.7,3.5
Utah,Uintah,2025,48,1.0,8.8,80.0,0.5,3.8,0.8,5.8
Utah,Utah,2025,49,1.0,14.5,77.6,0.7,0.2,1.5,4.3
Utah,Wasatch,2025,48,1.0,14.7,80.6,0.2,0.0,1.0,2.7
Utah,Washington,2025,45,1.0,12.1,81.3,0.4,0.5,1.1,3.6
Utah,Wayne,2025,4,0.1,3.0,90.7,0.3,0.0,0.0,5.9
Utah,Weber,2025,47,1.0,19.2,74.0,1.1,0.3,1.5,3.4
Vermont,Bennington,2025,39,1.0,2.8,90.8,1.1,0.1,0.9,3.9
Vermont,Chittenden,2025,40,1.0,2.9,85.5,2.3,0.1,4.4,4.6
Vermont,Rutland,2025,38,1.0,2.2,92.7,0.6,0.0,0.6,3.8
Vermont,Windham,2025,12,0.1111111111111111,3.1,90.1,0.8,0.0,1.2,4.3
Virginia,Albemarle,2025,41,1.0,7.5,73.4,9.0,0.1,5.8,3.8
Virginia,Arlington,2025,40,1.0,15.9,58.0,9.3,0.1,10.5,5.5
Virginia,Caroline,2025,37,1.0,7.7,61.2,23.7,0.3,1.0,5.0
Virginia,Carroll,2025,9,0.25,4.1,93.2,0.2,0.0,0.3,2.1
Virginia,Charles,2025,38,1.0,2.1,44.6,40.5,5.5,1.1,5.7
Virginia,Chesterfield,2025,42,1.0,11.9,56.4,22.8,0.0,3.6,4.4
Virginia,Fairfax,2025,44,1.0,17.6,46.8,9.4,0.1,19.9,5.4
Virginia,Fauquier,2025,36,1.0,12.4,74.8,6.3,0.1,1.7,4.2
Virginia,Frederick,2025,42,1.0,12.5,77.4,4.4,0.1,1.9,3.1
Virginia,Giles,2025,39,1.0,1.8,93.7,2.7,0.0,0.5,1.2
Virginia,Hanover,2025,37,1.0,4.0,80.7,8.3,0.1,2.1,4.2
Virginia,Henrico,2025,41,1.0,6.9,49.5,29.1,0.1,9.4,4.4
Virginia,Loudoun,2025,43,1.0,14.3,51.0,7.5,0.1,21.7,4.6
Virginia,Madison,2025,41,1.0,3.9,83.8,8.9,0.0,0.3,3.0
Virginia,Prince Edward,2025,35,1.0,4.9,60.0,29.5,0.2,1.1,3.1
Virginia,Prince William,2025,38,1.0,26.1,37.9,19.6,0.1,9.9,5.7
Virginia,Roanoke,2025,39,1.0,4.1,82.3,6.4,0.1,3.7,2.9
Virginia,Rockbridge,2025,35,1.0,2.3,89.4,2.6,0.2,0.9,3.5
Virginia,Rockingham,2025,41,1.0,9.3,84.4,2.2,0.0,1.1,2.6
Virginia,Stafford,2025,38,1.0,16.6,51.5,19.5,0.1,3.9,7.4
Virginia,Wythe,2025,40,1.0,1.6,92.9,2.2,0.0,0.8,1.9
Washington,Adams,2025,19,1.0,64.5,31.1,0.2,0.2,0.6,2.6
Washington,Asotin,2025,35,1.0,4.6,87.1,0.9,1.0,1.1,4.6
Washington,Benton,2025,35,1.0,25.6,64.6,1.6,0.4,3.0,3.9
Washington,Chelan,2025,27,1.0,29.0,65.0,0.4,0.6,0.8,3.4
Washington,Clallam,2025,26,1.0,6.8,80.2,0.8,3.3,1.7,6.7
Washington,Clark,2025,31,1.0,12.3,72.5,2.1,0.3,5.0,6.4
Washington,Columbia,2025,37,1.0,8.3,81.2,0.5,0.3,1.9,7.5
Washington,Cowlitz,2025,21,1.0,10.5,79.6,0.6,0.8,1.2,6.3
Washington,Franklin,2025,22,1.0,55.3,37.1,1.9,0.2,1.7,3.1
Washington,Garfield,2025,18,1.0,5.0,86.4,0.8,0.0,2.1,5.7
Washington,Grant,2025,26,1.0,43.9,49.2,1.2,0.6,0.8,4.1
Washington,Grays Harbor,2025,19,1.0,11.2,76.0,1.5,3.8,1.3,5.2
Washington,Jefferson,2025,19,1.0,4.4,84.6,0.3,1.0,1.3,6.5
Washington,King,2025,43,1.0,11.0,52.9,6.4,0.4,20.5,7.3
Washington,Kitsap,2025,21,1.0,9.4,72.6,2.2,0.8,4.8,8.6
Washington,Kittitas,2025,22,1.0,10.5,79.3,1.1,0.3,1.7,6.1
Washington,Klickitat,2025,14,0.1055555555555555,13.2,78.8,0.3,1.3,0.8,4.7
Washington,Lewis,2025,18,1.0,11.5,79.9,0.7,1.0,1.1,4.9
Washington,Mason,2025,21,1.0,12.8,74.9,1.0,1.4,1.0,7.7
Washington,Okanogan,2025,31,1.0,21.0,62.4,1.3,8.3,0.6,5.8
Washington,Pacific,2025,15,1.0,9.9,79.4,0.5,1.9,1.6,5.5
Washington,Pierce,2025,44,1.0,12.8,61.4,7.0,0.6,6.8,9.2
Washington,Skagit,2025,22,1.0,19.3,70.9,0.7,1.0,2.1,5.2
Washington,Snohomish,2025,41,1.0,12.1,62.0,3.6,0.6,13.6,6.9
Washington,Spokane,2025,42,1.0,7.1,80.9,1.9,0.7,2.2,6.0
Washington,Stevens,2025,27,1.0,4.2,83.8,0.3,3.8,0.8,5.8
Washington,Thurston,2025,26,0.8944444444444445,10.6,69.5,3.2,0.8,6.0,7.9
Washington,Walla Walla,2025,25,1.0,23.8,67.7,1.6,0.3,1.8,4.1
Washington,Whatcom,2025,30,1.0,10.6,75.7,0.9,1.6,4.4,6.2
Washington,Whitman,2025,20,1.0,8.1,73.5,1.4,0.3,6.8,8.6
Washington,Yakima,2025,34,1.0,52.4,39.4,0.6,2.3,1.1,3.5
West Virginia,Berkeley,2025,40,0.7055555555555556,6.4,79.7,7.1,0.1,1.0,5.0
West Virginia,Brooke,2025,35,0.8833333333333333,1.4,92.4,1.5,0.0,0.7,4.0
West Virginia,Cabell,2025,41,1.0,1.8,88.8,4.1,0.1,1.2,3.9
West Virginia,Greenbrier,2025,42,0.6722222222222223,1.9,91.7,2.3,0.1,0.7,3.2
West Virginia,Hancock,2025,42,1.0,1.7,92.0,1.8,0.0,0.5,3.5
West Virginia,Harrison,2025,32,0.3333333333333333,2.3,91.8,1.5,0.1,0.8,3.5
West Virginia,Kanawha,2025,40,1.0,1.6,85.9,4.8,0.1,1.1,6.1
West Virginia,Marion,2025,34,0.3277777777777778,1.6,91.0,2.5,0.0,0.6,3.9
West Virginia,Marshall,2025,41,0.8555555555555555,1.2,92.9,0.3,0.1,0.3,4.1
West Virginia,Monongalia,2025,43,0.7166666666666667,3.2,85.8,3.1,0.1,3.5,3.7
West Virginia,Ohio,2025,42,0.75,1.7,89.8,3.3,0.1,0.5,4.5
West Virginia,Tucker,2025,38,1.0,0.5,96.9,0.0,0.0,0.0,2.6
West Virginia,Wood,2025,39,0.7722222222222223,1.5,93.6,1.1,0.1,0.4,3.0
Wisconsin,Ashland,2025,39,1.0,3.0,81.3,0.5,9.3,0.7,5.1
Wisconsin,Brown,2025,37,1.0,10.3,77.3,2.4,1.5,3.3,4.8
Wisconsin,Columbia,2025,42,0.5055555555555555,4.1,90.3,1.6,0.4,0.8,2.6
Wisconsin,Dane,2025,40,1.0,7.8,75.8,5.1,0.1,6.1,4.6
Wisconsin,Dodge,2025,39,1.0,6.7,87.3,2.5,0.3,0.5,2.5
Wisconsin,Door,2025,40,0.5055555555555555,4.2,91.5,0.0,0.4,0.5,3.4
Wisconsin,Eau Claire,2025,38,1.0,3.2,87.2,1.2,0.2,4.1,3.5
Wisconsin,Fond du Lac,2025,39,0.5111111111111111,6.8,86.0,1.7,0.1,1.8,3.0
Wisconsin,Forest,2025,41,0.9833333333333332,2.2,77.7,0.4,10.6,0.1,7.5
Wisconsin,Grant,2025,37,1.0,2.6,93.0,1.5,0.1,0.7,1.9
Wisconsin,Jackson,2025,29,0.8333333333333334,3.7,85.3,1.9,4.5,0.5,3.6
Wisconsin,Jefferson,2025,41,0.5111111111111111,8.5,87.0,0.9,0.1,0.6,2.7
Wisconsin,Kenosha,2025,40,1.0,15.2,71.5,5.9,0.1,1.8,4.7
Wisconsin,Kewaunee,2025,41,0.5111111111111111,4.1,92.0,0.4,0.1,0.5,2.6
Wisconsin,La Crosse,2025,40,0.5111111111111111,2.7,87.4,1.5,0.2,4.5,3.4
Wisconsin,Manitowoc,2025,37,0.5111111111111111,5.5,87.3,0.8,0.2,2.4,3.4
Wisconsin,Marathon,2025,36,1.0,3.5,86.2,0.6,0.1,5.7,3.6
Wisconsin,Milwaukee,2025,41,1.0,17.0,48.1,25.4,0.3,4.8,4.1
Wisconsin,Monroe,2025,31,0.6722222222222223,5.8,88.1,1.5,0.7,0.8,3.1
Wisconsin,Outagamie,2025,38,1.0,5.3,84.9,1.5,0.9,3.7,3.5
Wisconsin,Ozaukee,2025,35,1.0,3.7,89.2,1.5,0.1,2.2,3.0
Wisconsin,Racine,2025,41,0.5111111111111111,15.1,68.6,10.3,0.2,1.1,4.2
Wisconsin,Rock,2025,42,0.5111111111111111,10.1,79.6,4.6,0.0,1.1,4.2
Wisconsin,Sauk,2025,34,1.0,6.8,86.3,0.8,0.5,0.4,4.4
Wisconsin,Sheboygan,2025,41,0.5111111111111111,7.8,80.8,2.1,0.1,5.8,3.1
Wisconsin,Taylor,2025,37,1.0,3.0,93.8,0.3,0.1,0.3,1.8
Wisconsin,Vilas,2025,41,0.5111111111111111,2.3,84.8,0.3,8.1,0.4,3.9
Wisconsin,Walworth,2025,44,0.5111111111111111,12.1,83.1,0.7,0.1,0.8,2.8
Wisconsin,Waukesha,2025,41,1.0,5.7,85.0,1.5,0.1,3.9,3.2
Wyoming,Albany,2025,50,1.0,10.6,79.9,1.0,0.2,3.6,4.4
Wyoming,Campbell,2025,43,1.0,9.7,84.2,0.3,0.8,0.2,4.6
Wyoming,Carbon,2025,7,1.0,18.3,75.4,1.4,0.7,0.2,3.9
Wyoming,Converse,2025,41,1.0,8.2,87.2,0.6,0.0,0.2,3.8
Wyoming,Fremont,2025,48,1.0,6.9,68.7,0.5,17.5,0.3,5.1
Wyoming,Johnson,2025,42,1.0,4.3,90.0,0.0,1.7,0.5,2.9
Wyoming,Laramie,2025,47,1.0,15.8,74.9,2.1,0.4,1.0,4.1
Wyoming,Lincoln,2025,10,1.0,5.5,90.8,0.0,0.3,0.3,2.7
Wyoming,Natrona,2025,44,1.0,9.5,84.6,0.5,0.3,0.6,4.1
Wyoming,Park,2025,14,1.0,6.0,86.9,0.2,0.2,0.4,3.9
Wyoming,Platte,2025,14,0.9944444444444444,8.8,85.0,0.3,0.4,0.0,4.9
Wyoming,Sheridan,2025,33,0.9722222222222222,5.0,89.2,0.7,0.6,1.0,3.0
Wyoming,Sublette,2025,47,1.0,7.3,86.5,0.1,0.2,0.0,5.3
Wyoming,Sweetwater,2025,45,1.0,16.8,76.8,1.3,0.5,0.5,3.3
Wyoming,Teton,2025,45,1.0,15.3,77.6,0.4,0.3,1.6,4.0
Wyoming,Uinta,2025,10,0.4833333333333333,10.1,85.8,0.6,0.1,0.2,3.1
Wyoming,Washakie,2025,10,1.0,14.1,80.6,0.1,0.2,0.3,4.4
